0.063	12.668	s
12.668	13.664	t
17.808	29.206	t
36.115	45.354	s
48.088	50.464	t
68.353	70.08099999999999	t
70.557	72.117	s
72.117	73.61200000000001	t
73.644	74.646	s
76.935	77.575	t
77.824	81.238	s
90.482	93.057	t
93.465	95.668	s
97.636	99.10499999999999	t
99.109	100.624	s
101.022	104.742	t
104.742	105.462	s
105.462	107.03	t
107.202	108.90599999999999	s
113.281	116.521	t
116.521	117.721	s
117.721	127.801	t
127.801	129.241	s
129.241	132.631	t
214.132	215.452	t
215.452	216.652	s
216.652	218.09199999999998	t
218.092	219.292	s
219.292	238.252	t
238.252	239.692	s
239.692	246.606	t
254.295	255.814	t
267.751	272.47099999999995	t
272.471	273.191	s
273.19100000000003	275.027	t
275.045	275.885	s
275.885	283.854	t
287.943	304.383	t
304.383	306.543	s
306.543	307.983	t
307.983	309.423	s
309.423	312.063	t
312.063	316.08799999999997	s
319.543	323.023	s
323.023	329.716	t
333.678	334.54	t
338.253	339.573	s
339.573	340.864	t
350.344	353.344	t
353.344	355.45799999999997	s
355.961	359.529	t
364.28	367.03999999999996	t
367.04	368.261	s
374.758	375.45599999999996	s
379.132	382.56	s
387.991	389.623	s
393.246	395.26399999999995	s
395.264	410.624	t
410.624	412.304	s
412.30400000000003	416.38399999999996	t
416.384	417.584	s
417.584	420.266	t
424.061	424.90099999999995	s
424.901	431.381	t
431.38100000000003	432.82099999999997	s
432.821	441.22	t
441.556	443.116	s
443.116	453.436	t
453.436	454.876	s
454.876	457.868	t
457.868	463.187	s
463.187	468.02799999999996	t
468.046	469.366	s
469.366	470.68	t
475.97	493.856	t
493.85600000000005	494.816	s
494.816	504.65599999999995	t
504.656	505.856	s
505.856	509.71000000000004	t
509.728	510.568	s
510.568	512.602	t
516.252	524.2919999999999	t
524.292	525.3870000000001	s
530.99	531.83	s
531.83	560.15	t
560.1500000000001	560.63	s
560.63	573.824	t
584.723	587.723	s
587.723	591.083	t
664.011	666.0649999999999	s
693.82	695.2520000000001	s
695.678	696.921	t
701.082	701.922	s
701.922	705.042	t
705.042	707.922	s
707.922	716.973	t
717.141	718.461	s
718.461	727.754	t
727.772	728.852	s
728.8520000000001	739.8919999999999	t
739.892	741.513	s
741.545	743.5849999999999	t
743.585	753.147	s
753.147	755.307	t
755.307	755.787	s
755.787	760.827	t
760.827	761.547	s
761.547	765.51	t
779.043	787.566	t
787.661	789.4649999999999	s
800.636	801.476	s
801.476	802.572	t
809.712	810.552	s
810.552	812.464	t
816.93	817.5329999999999	s
823.087	823.927	s
823.927	837.607	t
837.607	838.528	s
913.283	914.363	s
914.363	916.624	t
929.513	936.593	t
936.5930000000001	970.012	s
975.892	1004.427	t
1004.427	1012.302	s
1012.302	1018.255	t
1018.255	1019.215	s
1019.215	1022.071	t
1025.123	1029.563	t
1029.563	1031.483	s
1031.4830000000002	1042.763	t
1042.763	1047.197	s
1047.836	1049.396	t
1049.396	1052.5159999999998	s
1052.516	1056.378	t
1056.378	1057.098	s
1057.098	1069.706	t
1072.29	1073.6499999999999	s
1073.931	1075.731	t
1075.731	1076.691	s
1076.691	1079.418	t
1079.418	1082.211	s
1082.211	1086.771	t
1086.771	1088.211	s
1088.211	1091.4	t
1093.095	1094.854	s
1095.484	1104.8239999999998	t
1104.824	1106.024	s
1106.0240000000001	1109.743	t
1109.743	1114.9569999999999	s
1114.957	1119.1180000000002	t
1124.382	1127.55	t
1139.565	1140.405	s
1140.405	1145.445	t
1145.445	1146.645	s
1146.645	1170.165	t
1170.165	1171.125	s
1171.125	1174.005	t
1174.005	1175.205	s
1175.2050000000002	1179.606	t
1179.606	1181.286	s
1181.286	1196.23	t
1199.708	1200.548	s
1200.548	1203.453	t
1203.453	1204.413	s
1204.413	1212.365	t
1256.341	1257.9009999999998	s
1262.353	1264.189	s
1282.831	1284.5359999999998	s
1404.083	1405.116	s
1405.184	1409.097	t
1414.936	1415.7759999999998	s
1415.776	1438.222	t
1438.222	1439.422	s
1439.422	1442.424	t
1442.424	1447.4979999999998	s
1447.498	1452.04	t
1452.04	1457.168	s
1457.168	1461.597	t
1461.597	1462.557	s
1462.557	1468.077	t
1468.077	1468.557	s
1468.557	1479.4679999999998	t
1479.486	1480.189	s
1486.735	1494.9730000000002	t
1496.659	1503.511	s
1503.511	1508.071	t
1508.071	1509.511	s
1509.511	1522.936	t
1527.374	1532.262	t
1537.235	1543.8449999999998	t
1552.418	1553.7379999999998	s
1553.738	1563.221	t
1563.221	1564.421	s
1564.421	1572.7659999999998	t
1572.766	1574.206	s
1574.2060000000001	1575.317	t
1575.929	1580.586	s
1580.586	1587.001	t
1587.001	1589.401	s
1589.401	1597.279	t
1597.279	1602.52	s
1602.52	1616.251	t
1616.27	1616.972	s
1617.104	1618.396	t
1618.491	1620.051	s
1620.051	1627.929	t
1627.929	1628.889	s
1628.8890000000001	1635.388	t
1636.236	1641.396	s
1641.3960000000002	1645.3799999999999	t
1645.516	1664.144	s
1668.805	1685.511	s
1702.263	1707.518	s
1707.586	1709.386	t
1709.386	1710.106	s
1710.106	1711.466	t
1712.455	1713.2949999999998	s
1713.295	1715.215	t
1715.2150000000001	1717.135	s
1717.135	1732.026	t
1735.032	1735.8719999999998	t
1735.872	1737.072	s
1737.0720000000001	1738.972	t
1743.084	1745.015	s
1745.065	1749.154	t
1752.758	1754.798	s
1754.798	1756.238	t
1756.238	1757.678	s
1757.678	1770.4579999999999	t
1776.546	1778.586	s
1778.586	1782.476	t
1793.216	1794.7759999999998	s
1794.776	1796.7440000000001	t
1800.824	1802.384	s
1802.384	1810.276	t
1810.276	1810.996	s
1810.996	1812.212	t
1812.348	1814.203	s
1814.466	1820.6989999999998	t
1823.791	1825.591	s
1825.591	1827.751	t
1827.751	1828.715	s
1833.652	1836.395	s
1842.039	1842.669	s
1848.998	1850.798	s
1850.798	1855.598	t
1855.598	1857.518	s
1857.518	1862.078	t
1862.078	1863.37	s
1863.546	1872.9279999999999	t
1872.928	1873.7830000000001	s
1874.069	1878.989	t
1878.989	1880.429	s
1880.429	1883.159	t
1886.827	1888.413	s
1889.039	1890.359	t
1890.359	1892.279	s
1892.279	1897.395	t
1897.395	1898.595	s
1898.595	1901.81	t
1907.813	1908.787	s
1918.988	1924.588	t
1924.588	1926.5819999999999	s
1926.899	1929.1789999999999	t
1929.179	1930.619	s
1930.6190000000001	1934.869	t
1935.613	1937.173	s
1937.173	1939.589	t
1944.938	1946.498	s
1946.498	1950.9089999999999	t
1950.909	1952.589	s
1952.5890000000002	1954.509	t
1954.509	1955.787	s
1956.164	1961.663	t
1961.935	1964.886	s
1964.904	1973.424	t
1973.424	1973.904	s
1973.904	1976.311	t
1991.843	1993.9060000000002	s
1997.732	1999.292	s
1999.292	2009.891	t
2009.891	2010.851	s
2010.851	2023.968	t
2023.968	2027.491	s
2027.491	2032.726	t
2032.726	2039.791	s
2039.791	2069.232	t
2069.314	2069.971	s
2070.157	2076.3089999999997	t
2076.912	2077.388	s
2080.602	2082.402	s
2082.402	2093.922	t
2093.922	2095.122	s
2095.122	2110.665	t
2110.773	2112.813	s
2112.813	2117.809	t
2117.809	2119.791	s
2120.126	2132.505	t
2132.505	2133.225	s
2133.225	2149.005	t
2149.037	2151.317	s
2151.317	2152.85	t
2156.554	2158.114	s
2158.114	2172.67	t
2172.67	2174.35	s
2174.35	2176.852	t
2176.852	2179.732	s
2179.732	2190.288	t
2196.205	2197.0389999999998	s
2205.413	2208.591	s
