1.007	10.653	1
11.431	12.619	1
13.368	15.336	4
16.6	20.306	1
22.511	22.714	1
23.299	25.096	1
27.305	27.623	4
28.367	28.492	4
29.012	29.416	4
34.445	36.389	4
37.154	46.116	1
46.87	49.012	1
51.531	51.656	1
62.335	66.055	1
66.055	67.62	4
67.888	70.01100000000001	1
70.779	75.219	1
75.219	77.448	4
77.682	78.246	1
78.538	81.55	1
82.954	84.704	1
86.511	89.532	1
89.66	92.573	1
92.797	95.557	1
95.557	98.437	4
98.437	102.468	1
102.757	103.38000000000001	4
103.869	105.772	1
105.99	107.07	4
107.07	109.98599999999999	1
110.342	111.422	4
111.422	112.988	1
115.003	116.397	4
117.784	118.78800000000001	4
119.011	119.31	4
119.492	119.691	4
120.992	121.77300000000001	4
123.436	124.24900000000001	4
124.61	125.012	4
125.768	127.226	4
127.472	128.321	4
128.491	130.82700000000003	1
131.959	134.719	19
134.719	135.54	4
135.712	136.51	4
138.841	138.993	4
139.18	143.38	1
143.38	146.49	19
146.84	150.748	1
151.396	152.956	4
152.956	156.15099999999998	1
157.268	159.206	1
160.849	162.16899999999998	1
162.169	166.24900000000002	4
166.249	169.29	1
169.447	171.247	4
171.247	173.912	1
174.511	175.493	4
175.723	176.55300000000003	1
176.912	177.69	1
178.882	180.51	1
180.853	182.493	4
182.981	185.61499999999998	1
186.172	188.212	4
188.212	195.56799999999998	1
195.71	198.661	1
203.011	203.254	4
203.936	210.512	1
211.299	216.246	1
216.807	218.033	1
218.805	219.356	4
220.281	220.95600000000002	4
224.316	225.391	19
225.602	226.27	19
226.57	227.41049999999998	19
227.4105	228.864	1
229.218	230.045	1
230.318	231.817	4
232.073	232.94400000000002	4
234.487	234.993	1
235.511	238.271	19
238.271	240.43099999999998	4
240.431	242.269	19
242.992	245.04399999999998	19
245.207	246.83599999999998	19
247.286	248.243	19
251.215	258.425	19
258.825	261.34499999999997	19
261.345	262.305	4
262.305	265.478	1
266.147	275.792	19
275.992	277.79200000000003	19
277.792	279.23199999999997	1
279.232	281.39200000000005	4
281.392	283.18399999999997	1
284.172	289.91200000000003	1
290.073	292.83299999999997	4
292.833	300.579	1
300.819	301.659	1
301.659	302.61899999999997	4
302.619	305.314	1
305.441	307.248	1
307.822	312.626	1
312.878	313.526	1
314.012	315.021	4
315.213	319.213	1
320.696	322.048	1
322.361	328.01599999999996	1
328.335	336.734	1
337.0	337.745	1
337.991	340.58099999999996	1
343.069	343.82800000000003	1
344.368	346.199	1
346.636	348.67600000000004	4
348.676	352.756	1
352.756	361.63599999999997	19
361.636	366.16700000000003	1
366.373	366.491	4
368.005	373.182	1
373.945	376.437	1
377.141	380.774	1
382.195	384.014	1
389.19	391.721	1
392.109	394.46999999999997	1
394.664	395.06399999999996	4
397.21	398.18899999999996	1
398.326	401.56600000000003	4
401.566	406.45799999999997	1
407.918	410.198	1
410.198	414.2	4
414.651	418.37100000000004	1
418.371	421.491	4
421.491	427.726	1
428.345	430.199	1
436.011	436.961	1
437.992	450.97400000000005	1
451.567	451.71	1
451.992	453.122	1
456.918	459.56	1
460.465	469.171	1
473.011	475.07500000000005	1
475.659	476.71999999999997	1
476.968	477.706	1
478.135	481.943	1
482.311	489.65	1
490.129	491.245	1
493.023	495.978	1
499.265	500.86199999999997	1
501.189	506.65000000000003	1
506.804	527.992	1
531.166	532.0110000000001	4
535.817	538.635	1
539.249	542.265	1
543.129	545.397	4
546.011	548.625	4
549.499	551.639	4
551.866	555.385	4
555.675	558.775	4
562.012	570.178	4
570.534	575.8679999999999	4
576.447	578.701	4
579.99	584.018	4
584.361	588.867	4
589.385	589.992	4
590.206	591.023	4
591.391	595.423	4
596.501	601.492	4
602.934	609.1669999999999	4
610.51	613.486	4
614.967	616.655	4
617.011	617.492	4
620.598	622.377	4
623.012	625.8349999999999	4
626.203	634.3969999999999	4
634.51	640.011	4
641.287	641.851	4
642.799	645.941	4
647.011	656.011	4
656.836	657.349	4
657.472	666.0699999999999	4
666.476	667.251	4
667.425	678.237	4
678.928	680.008	4
680.008	686.9685000000001	1
686.9685	688.9929999999999	4
691.492	693.51	4
694.472	695.62	4
695.992	700.086	4
700.674	705.812	4
706.251	712.1709999999999	4
712.486	713.991	4
714.511	716.992	4
720.993	723.273	4
723.273	724.2330000000001	19
724.233	726.8399999999999	4
727.012	728.8059999999999	4
729.331	730.1800000000001	4
730.991	747.9929999999999	4
748.177	757.4920000000001	4
757.748	757.9910000000001	4
759.512	762.0319999999999	4
762.032	766.1120000000001	1
766.112	770.4989999999999	4
771.555	773.553	4
776.01	776.149	4
776.512	784.132	4
784.876	785.012	4
785.413	786.157	4
786.512	789.752	4
789.752	790.712	1
790.712	794.446	4
795.056	795.265	4
795.493	798.3900000000001	4
799.497	801.0699999999999	4
801.48	802.494	4
802.629	810.994	4
811.866	813.01	4
815.468	817.005	4
817.174	820.015	4
821.168	827.864	4
828.691	835.993	4
838.158	840.653	4
840.871	842.592	4
843.104	846.566	4
847.046	848.5100000000001	4
848.765	850.382	4
851.064	851.226	4
851.335	854.039	4
854.648	856.4920000000001	4
856.762	857.029	4
858.511	864.491	4
864.95	874.125	4
874.473	880.492	4
881.511	886.025	4
886.196	887.417	4
887.595	894.6940000000001	4
897.011	898.091	1
898.091	900.593	4
902.011	904.531	4
904.531	907.775	1
909.51	916.407	1
916.611	916.942	4
919.281	919.529	4
925.003	925.5360000000001	4
929.154	930.018	4
934.691	935.4100000000001	4
947.948	948.1469999999999	4
949.011	949.948	4
951.485	958.341	1
962.012	962.145	4
962.744	963.129	4
963.441	963.932	1
973.493	973.735	1
975.306	975.5120000000001	1
984.342	988.021	1
988.423	993.21	1
993.511	994.847	1
996.442	997.491	1
998.932	1000.188	1
1000.662	1000.875	4
1001.511	1002.881	1
1005.51	1006.125	1
1007.048	1007.345	1
1007.527	1008.58	1
1011.695	1012.527	1
1022.244	1023.9920000000001	1
1024.235	1025.7279999999998	1
1025.846	1028.222	1
1029.323	1033.325	4
1033.734	1037.974	4
1038.331	1039.4379999999999	4
1039.856	1041.901	4
1042.144	1042.585	4
1042.765	1044.2	4
1044.541	1046.341	19
1046.341	1047.551	1
1048.125	1048.719	4
1055.837	1056.314	1
1057.011	1059.17	1
1060.96	1062.88	19
1063.314	1064.451	19
1065.223	1066.719	19
1066.993	1067.123	4
1068.495	1069.2299999999998	4
1070.39	1071.6200000000001	4
1071.988	1074.268	4
1074.268	1075.71	1
1075.952	1076.792	4
1076.792	1079.9089999999999	1
1080.297	1082.096	1
1082.992	1084.021	1
1085.405	1085.975	1
1094.384	1095.8410000000001	19
1096.181	1100.258	19
1100.572	1106.492	19
1106.828	1109.081	19
1109.427	1114.347	19
1114.347	1117.547	1
1117.672	1119.329	1
1119.496	1122.256	1
1122.256	1124.1760000000002	4
1124.176	1125.6889999999999	1
1126.108	1127.156	1
1128.119	1131.261	1
1133.038	1134.358	4
1134.358	1136.4199999999998	1
1136.779	1138.339	1
1138.339	1139.368	4
1141.233	1142.306	1
1143.865	1145.492	1
1145.816	1145.991	4
1148.026	1148.8600000000001	4
1148.978	1159.161	1
1159.296	1160.789	1
1161.206	1164.108	1
1164.697	1165.8919999999998	1
1166.12	1167.04	1
1169.142	1170.462	4
1170.462	1173.936	1
1174.568	1177.352	1
1177.618	1186.868	1
1187.632	1190.884	1
1193.449	1197.4250000000002	4
1197.706	1199.138	4
1200.028	1200.952	4
1201.114	1201.957	4
1203.022	1206.011	4
1206.492	1208.0339999999999	4
1208.365	1213.478	4
1213.893	1215.453	4
1215.453	1216.868	19
1217.379	1218.01	1
1218.216	1218.993	4
1220.322	1223.8069999999998	1
1224.011	1226.8609999999999	1
1227.596	1228.861	1
1229.491	1239.234	1
1239.698	1240.778	1
1241.011	1244.379	1
1244.739	1244.989	1
1245.512	1248.472	1
1249.261	1254.992	1
1255.119	1255.417	4
1255.645	1255.993	4
1257.289	1258.609	4
1258.609	1263.271	1
1263.576	1266.551	1
1266.931	1270.011	1
1270.51	1270.625	4
1272.124	1277.65	1
1278.079	1281.104	1
1281.952	1283.131	1
1283.249	1286.8890000000001	1
1287.154	1287.951	1
1288.259	1301.255	1
1309.996	1310.825	4
1311.113	1311.508	4
1317.511	1318.049	4
1318.874	1320.011	4
1325.224	1325.3709999999999	4
1329.055	1329.537	4
1329.691	1330.42	1
1339.904	1350.849	1
1370.01	1370.611	4
1371.252	1375.999	1
1376.61	1379.3049999999998	1
1387.486	1388.0110000000002	1
1393.203	1397.56	1
1397.992	1400.483	1
1411.697	1411.9409999999998	4
1418.511	1418.728	4
1418.899	1419.166	4
1420.991	1422.989	4
1424.356	1424.53	4
1440.656	1441.636	4
1444.119	1445.455	4
1449.195	1449.35	4
1458.295	1458.402	4
1466.512	1466.6699999999998	4
1483.427	1488.1789999999999	1
1489.141	1489.8680000000002	1
1492.565	1503.625	1
1525.795	1526.7620000000002	4
1526.992	1527.3799999999999	4
1527.862	1527.986	4
1549.11	1550.1409999999998	4
1560.964	1561.142	4
1561.619	1561.992	4
1573.224	1574.444	4
1582.988	1583.6390000000001	4
1588.818	1590.254	4
1600.999	1602.011	4
1607.313	1607.72	4
1609.396	1609.991	4
1612.096	1612.502	4
1616.414	1617.011	4
1624.065	1626.2830000000001	1
1626.608	1627.492	1
1627.79	1637.0439999999999	1
1637.567	1638.644	1
1643.011	1643.36	4
1644.232	1646.279	1
1646.728	1652.5430000000001	1
1652.905	1653.083	4
1653.932	1655.422	1
1656.249	1661.29	1
1662.371	1662.5220000000002	1
1664.84	1664.992	4
1666.926	1668.1209999999999	4
